numeric1,numeric2,numeric3,numeric4,numeric5,numeric6,numeric7,numeric8,numeric9,numeric10,class
0.983735,0.90871,0.975351,0.065676,0.13628,0.149415,0.038281,0.598917,0.522987,0.284956,1
0.540524,0.911805,0.647739,0.056134,0.083843,0.189108,0.028575,0.859368,0.086193,0.91083,-1
0.537096,0.174937,0.470489,0.345143,0.521949,0.623128,0.758026,0.460834,0.898229,0.127227,-1
0.867987,0.549187,0.912869,0.635888,0.655899,0.147023,0.480733,0.737293,0.111602,0.560607,-1
0.826898,0.283695,0.181239,0.404384,0.667707,0.837255,0.377966,0.089038,0.316491,0.346778,-1
0.70254,0.120097,0.909412,0.969778,0.907623,0.40134,0.412732,0.365497,0.808587,0.476492,-1
0.194838,0.101824,0.168816,0.788242,0.724732,0.042734,0.668921,0.585321,0.393196,0.712742,1
0.60701,0.066445,0.543731,0.67099,0.271067,0.714135,0.547382,0.869964,0.374715,0.541966,-1
0.158926,0.822502,0.554075,0.155543,0.451435,0.15559,0.68612,0.110508,0.342069,0.790623,-1
0.707885,0.040141,0.094023,0.557148,0.691072,0.420636,0.207849,0.520777,0.158053,0.643874,-1
0.799988,0.685809,0.012941,0.275535,0.907108,0.019254,0.005384,0.990642,0.151984,0.935331,1
0.344891,0.699143,0.859905,0.478129,0.939979,0.800898,0.02423,0.445029,0.749095,0.342425,-1
0.485472,0.604592,0.899245,0.08705,0.310423,0.98003,0.553421,0.155582,0.636089,0.892963,-1
0.989397,0.946419,0.177832,0.092117,0.990128,0.501971,0.191902,0.827674,0.43997,0.352566,-1
0.929607,0.17443,0.971087,0.139515,0.523733,0.255509,0.610896,0.995735,0.807334,0.273301,-1
0.644082,0.745391,0.780892,0.415368,0.32165,0.473224,0.315871,0.770524,0.624699,0.909773,-1
0.211038,0.363847,0.022019,0.380445,0.902488,0.29932,0.048347,0.774401,0.969113,0.784912,-1
0.574012,0.103462,0.072354,0.507285,0.836946,0.741786,0.122379,0.421952,0.664447,0.363788,-1
0.272389,0.529613,0.824794,0.930799,0.808603,0.620483,0.117746,0.816224,0.125522,0.285861,-1
0.63817,0.304446,0.754394,0.71979,0.628468,0.250512,0.847384,0.963538,0.473185,0.645604,-1
0.610757,0.281795,0.683114,0.197599,0.927466,0.301815,0.166419,0.806498,0.81286,0.395421,-1
0.690731,0.991275,0.406768,0.538616,0.202877,0.907705,0.921082,0.544734,0.591846,0.585983,-1
0.333987,0.134386,0.555787,0.412461,0.65034,0.779155,0.465274,0.681574,0.232252,0.635813,-1
0.50279,0.252056,0.044746,0.174014,0.902306,0.955782,0.658458,0.292782,0.813026,0.428092,-1
0.504622,0.819727,0.167838,0.455214,0.187217,0.291849,0.949672,0.767397,0.622898,0.827879,-1
0.417947,0.445633,0.401467,0.719509,0.182449,0.755363,0.037931,0.092503,0.493461,0.272298,-1
0.721756,0.618544,0.754634,0.623502,0.759774,0.794819,0.059048,0.031171,0.156249,0.750729,-1
0.499108,0.116986,0.676925,0.889727,0.107354,0.101751,0.303481,0.929186,0.547971,0.617969,-1
0.200588,0.062333,0.097728,0.842318,0.189885,0.033648,0.030256,0.550457,0.253476,0.892786,1
0.249055,0.998382,0.774129,0.07194,0.902268,0.242526,0.060194,0.217712,0.756242,0.625103,-1
0.200298,0.900934,0.305089,0.671641,0.446224,0.926518,0.94987,0.574469,0.131938,0.47028,-1
0.093775,0.768887,0.602543,0.68086,0.668563,0.84802,0.749017,0.702174,0.43277,0.207878,-1
0.522921,0.295543,0.36359,0.36588,0.239806,0.370461,0.60208,0.854121,0.570906,0.769143,-1
0.705238,0.952909,0.869734,0.59235,0.408732,0.300631,0.883551,0.20263,0.71049,0.592721,-1
0.959236,0.796011,0.848049,0.165564,0.568893,0.094271,0.66153,0.250376,0.35263,0.277357,1
0.90927,0.077657,0.904233,0.749096,0.334615,0.81452,0.210054,0.709266,0.670055,0.525258,-1
0.992239,0.791209,0.308841,0.959739,0.204491,0.216549,0.074399,0.994715,0.581902,0.017227,-1
0.374337,0.979939,0.455919,0.879928,0.038485,0.073924,0.011384,0.079121,0.309414,0.893503,1
0.784607,0.782312,0.779013,0.4468,0.47978,0.734746,0.546204,0.371021,0.115605,0.960657,-1
0.508531,0.954461,0.104829,0.654344,0.49432,0.286377,0.11644,0.876675,0.892306,0.14891,-1
0.473615,0.021295,0.542063,0.941963,0.400067,0.269695,0.911257,0.01498,0.643268,0.415398,-1
0.00472,0.26881,0.875088,0.504944,0.02549,0.786348,0.798716,0.716966,0.539465,0.552421,-1
0.075291,0.780523,0.782956,0.031372,0.02451,0.020018,0.796415,0.485067,0.55052,0.806379,1
0.267782,0.434553,0.897755,0.792844,0.325356,0.595354,0.650923,0.81854,0.032778,0.949398,-1
0.859178,0.774225,0.007676,0.355827,0.286597,0.041891,0.410683,0.248456,0.569363,0.343598,1
0.533043,0.519389,0.494676,0.964788,0.348649,0.646323,0.70719,0.353429,0.690347,0.485327,-1
0.895873,0.038774,0.160527,0.921381,0.917498,0.662097,0.492447,0.745722,0.372528,0.666694,-1
0.84146,0.712069,0.865018,0.855554,0.404244,0.71302,0.550178,0.592473,0.839324,0.413459,-1
0.601596,0.89605,0.193632,0.479551,0.914689,0.055854,0.427552,0.749909,0.703737,0.686203,1
0.174822,0.309776,0.646978,0.325374,0.07387,0.449594,0.88751,0.786692,0.863619,0.916039,-1
0.507357,0.472842,0.449469,0.696682,0.057842,0.775856,0.31413,0.818612,0.351525,0.502634,-1
0.973153,0.286941,0.999221,0.989487,0.65648,0.340808,0.110254,0.19905,0.034996,0.662553,-1
0.164861,0.629086,0.605043,0.039949,0.314779,0.305039,0.294027,0.251929,0.271336,0.476872,-1
0.956715,0.624965,0.499944,0.895565,0.694486,0.790291,0.655736,0.705823,0.348783,0.661406,-1
0.067118,0.058891,0.095176,0.546809,0.602363,0.523028,0.795902,0.614657,0.438928,0.249071,-1
0.656452,0.634083,0.095997,0.634637,0.775713,0.032121,0.587824,0.922927,0.379357,0.825732,1
0.708775,0.770683,0.882644,0.915164,0.270524,0.324786,0.441462,0.557886,0.577704,0.75806,-1
0.319414,0.581603,0.550354,0.532274,0.223922,0.040362,0.679844,0.879945,0.74578,0.569511,1
0.439529,0.126429,0.174291,0.653296,0.862187,0.509931,0.254048,0.383122,0.743392,0.099431,-1
0.899622,0.055021,0.333269,0.259169,0.49089,0.131626,0.438658,0.863217,0.134378,0.676964,-1
0.573548,0.124782,0.194995,0.361621,0.167679,0.472278,0.477699,0.531359,0.871571,0.377852,-1
0.670076,0.634018,0.680771,0.423896,0.044543,0.507532,0.942964,0.179246,0.96278,0.646166,-1
0.30863,0.649129,0.425244,0.582564,0.339284,0.161565,0.765022,0.94999,0.796872,0.557802,-1
0.598002,0.622102,0.603753,0.465506,0.310272,0.56692,0.084724,0.250802,0.688856,0.697094,-1
0.380914,0.968906,0.78334,0.050385,0.859898,0.26295,0.723653,0.092243,0.937235,0.696763,-1
0.013171,0.796661,0.971684,0.44973,0.766562,0.431948,0.799691,0.650497,0.468196,0.65486,-1
0.034285,0.881163,0.089647,0.599521,0.469367,0.54475,0.823771,0.136817,0.802433,0.856099,-1
0.268038,0.375462,0.417093,0.189999,0.621216,0.777694,0.151315,0.40022,0.34524,0.970564,-1
0.818162,0.509261,0.788012,0.44804,0.742833,0.861017,0.463092,0.879643,0.733153,0.427172,-1
0.03867,0.668126,0.710245,0.463046,0.600926,0.731661,0.691888,0.119727,0.425804,0.22531,-1
0.943201,0.936718,0.318445,0.06203,0.887556,0.362954,0.560949,0.645225,0.805219,0.583928,-1
0.646854,0.182883,0.438047,0.96881,0.27464,0.317571,0.365618,0.393792,0.522782,0.577082,-1
0.421503,0.546577,0.735306,0.327289,0.477959,0.071765,0.409516,0.49175,0.643141,0.078039,1
0.296482,0.291896,0.287003,0.095451,0.000088,0.65711,0.340367,0.044719,0.591895,0.755777,-1
0.996236,0.160344,0.146734,0.306411,0.283212,0.095469,0.647939,0.942186,0.977981,0.628822,1
0.411271,0.922723,0.977128,0.492674,0.03308,0.913774,0.558129,0.845651,0.88091,0.388375,1
0.925168,0.825375,0.313716,0.442394,0.057528,0.433278,0.144051,0.462826,0.156586,0.727567,-1
0.336029,0.138984,0.922053,0.930218,0.570569,0.764753,0.478886,0.589979,0.103351,0.644294,-1
0.023393,0.385788,0.291148,0.684125,0.160356,0.503593,0.268591,0.931256,0.462583,0.774491,-1
0.520177,0.900051,0.000104,0.923204,0.511231,0.019762,0.458312,0.343313,0.116741,0.430187,1
0.99265,0.789287,0.31845,0.654641,0.152047,0.255236,0.528248,0.387477,0.044084,0.096461,-1
0.939885,0.747607,0.411989,0.142223,0.511209,0.870013,0.446833,0.146829,0.535567,0.633978,-1
0.967908,0.430978,0.27372,0.659792,0.070065,0.97647,0.786569,0.44492,0.458872,0.554749,-1
0.934156,0.656155,0.472762,0.693378,0.487892,0.146019,0.225922,0.414462,0.440626,0.219686,-1
0.396491,0.715109,0.89312,0.042959,0.9317,0.702464,0.345714,0.852354,0.344909,0.144437,-1
0.830373,0.805073,0.339082,0.952156,0.081034,0.889683,0.207026,0.771292,0.8591,0.307568,-1
0.830836,0.426801,0.626133,0.130718,0.131265,0.43925,0.98723,0.843191,0.502339,0.21078,-1
0.716278,0.581587,0.107345,0.764885,0.718218,0.504123,0.909384,0.116593,0.983645,0.738424,-1
0.963021,0.448229,0.447521,0.784881,0.803109,0.270864,0.676463,0.085447,0.732709,0.662651,-1
0.47803,0.70701,0.434079,0.492654,0.850614,0.733958,0.605034,0.262415,0.173987,0.016347,-1
0.257553,0.827344,0.178256,0.378063,0.906321,0.796218,0.022929,0.253635,0.121965,0.849385,-1
0.767966,0.992879,0.827074,0.564966,0.625175,0.749271,0.27265,0.597182,0.640958,0.951017,-1
0.848462,0.212093,0.880405,0.842969,0.752852,0.25341,0.757899,0.483121,0.075851,0.584682,-1
0.890845,0.879116,0.03404,0.934022,0.740851,0.65824,0.936411,0.853693,0.350599,0.778614,-1
0.957557,0.199251,0.684877,0.309823,0.947825,0.131555,0.440659,0.237965,0.319656,0.149875,-1
0.703836,0.583107,0.515143,0.07542,0.499124,0.856412,0.68192,0.222027,0.104903,0.029689,-1
0.962794,0.214356,0.986149,0.741889,0.239133,0.043838,0.336344,0.425062,0.25881,0.988754,1
0.513179,0.396578,0.826606,0.967186,0.103074,0.734884,0.138267,0.740246,0.955968,0.932851,-1
0.399001,0.13784,0.294535,0.905781,0.583003,0.140389,0.920941,0.920368,0.562689,0.217271,-1
0.619418,0.406452,0.864616,0.796428,0.084419,0.415135,0.993656,0.119423,0.091771,0.694857,-1
0.607796,0.022393,0.174232,0.971273,0.823014,0.375713,0.763009,0.037278,0.581009,0.013823,-1
0.613271,0.686309,0.322116,0.991551,0.344376,0.355025,0.171569,0.914402,0.094479,0.58075,-1
0.469342,0.907658,0.614369,0.024572,0.752127,0.512777,0.606851,0.862724,0.230555,0.429456,-1
0.755675,0.80691,0.395615,0.557847,0.681941,0.878483,0.635278,0.237826,0.016144,0.331885,-1
0.64566,0.930805,0.880422,0.799531,0.98062,0.844505,0.338316,0.813315,0.299525,0.162207,-1
0.788233,0.347172,0.744974,0.605399,0.852069,0.92066,0.410582,0.032359,0.041835,0.105247,-1
0.043529,0.65511,0.374869,0.983031,0.967361,0.243296,0.152117,0.221857,0.707621,0.37594,-1
0.314208,0.951313,0.956213,0.400635,0.14647,0.550837,0.319953,0.264662,0.616711,0.794189,1
0.764599,0.793587,0.298581,0.533773,0.787719,0.310346,0.658481,0.253843,0.132058,0.711405,-1
0.465454,0.373337,0.285669,0.246499,0.22119,0.137129,0.105865,0.284555,0.801204,0.29873,-1
0.651126,0.290831,0.948462,0.567975,0.708427,0.088883,0.86716,0.974001,0.56301,0.235901,1
0.927069,0.876817,0.273442,0.001063,0.40779,0.350035,0.086889,0.003939,0.287474,0.052835,-1
0.65784,0.043618,0.311993,0.510986,0.418083,0.029123,0.968256,0.934778,0.786568,0.207771,1
0.529293,0.315937,0.904863,0.080588,0.038948,0.566154,0.23721,0.492431,0.960447,0.886566,-1
0.683774,0.389454,0.22581,0.390571,0.821509,0.647583,0.592022,0.241605,0.509101,0.193148,-1
0.53508,0.213007,0.370804,0.360365,0.394453,0.628871,0.608534,0.06031,0.118229,0.10279,-1
0.182413,0.872118,0.753124,0.35564,0.647032,0.60955,0.773753,0.664077,0.833999,0.26468,-1
0.452002,0.168168,0.130946,0.485357,0.730024,0.349596,0.322949,0.90422,0.479348,0.481114,-1
0.834416,0.704422,0.603753,0.743457,0.737798,0.780874,0.175051,0.007667,0.080072,0.735666,-1
0.678568,0.988785,0.918724,0.732491,0.489096,0.591145,0.956085,0.92726,0.898262,0.785982,-1
0.814149,0.790736,0.370716,0.288856,0.801582,0.143898,0.21923,0.63738,0.490482,0.137866,-1
0.557749,0.008998,0.542464,0.72763,0.216628,0.264083,0.002026,0.41243,0.285734,0.251374,-1
0.709666,0.145519,0.088789,0.370761,0.578087,0.352204,0.686277,0.752722,0.221868,0.937403,-1
0.454422,0.184191,0.834309,0.01261,0.894217,0.08741,0.264722,0.827054,0.58713,0.441322,-1
0.965282,0.048929,0.133128,0.524316,0.848587,0.110012,0.981775,0.752649,0.12543,0.800569,-1
0.298682,0.690635,0.876835,0.681361,0.397222,0.516663,0.455235,0.165684,0.809405,0.843426,-1
0.806748,0.316755,0.769994,0.811179,0.459811,0.504412,0.744366,0.799664,0.235026,0.069945,-1
0.643371,0.937308,0.696863,0.059028,0.537316,0.825575,0.989961,0.900117,0.00646,0.541859,-1
0.981075,0.629273,0.746819,0.036053,0.562287,0.892298,0.687767,0.493957,0.561934,0.491164,-1
0.671906,0.10492,0.956746,0.684128,0.697812,0.941646,0.982046,0.797547,0.832776,0.336823,-1
0.296403,0.962273,0.165299,0.224273,0.572959,0.948687,0.586079,0.401547,0.761737,0.141755,-1
0.761402,0.566424,0.795527,0.671168,0.394319,0.281518,0.696544,0.591491,0.756659,0.729195,-1
0.881858,0.793382,0.518892,0.23329,0.962674,0.019316,0.105043,0.044584,0.485855,0.955908,1
0.15631,0.813789,0.875648,0.879772,0.199721,0.508781,0.299408,0.745032,0.28713,0.272089,-1
0.30317,0.917939,0.19503,0.860136,0.841243,0.987715,0.757115,0.85752,0.758579,0.212606,-1
0.039214,0.81759,0.875478,0.196275,0.360174,0.84487,0.571264,0.332038,0.612445,0.905351,-1
0.166903,0.401075,0.942598,0.327473,0.466072,0.465649,0.61466,0.539587,0.530035,0.859484,-1
0.798133,0.078965,0.133752,0.644832,0.097744,0.302935,0.378947,0.37941,0.873408,0.034475,-1
0.624451,0.416255,0.7866,0.582585,0.234943,0.245675,0.55327,0.192058,0.646302,0.580885,-1
0.583622,0.997738,0.89907,0.987508,0.045537,0.985125,0.101136,0.862033,0.901111,0.292213,-1
0.246533,0.475456,0.634709,0.426665,0.439346,0.615689,0.716167,0.617983,0.850017,0.085977,-1
0.32417,0.576043,0.665931,0.946443,0.492584,0.385421,0.888963,0.922,0.636412,0.129142,-1
0.07976,0.842264,0.364283,0.106042,0.051828,0.327741,0.590804,0.182645,0.078084,0.191418,-1
0.224804,0.903513,0.38835,0.186049,0.12845,0.473228,0.608318,0.794806,0.617407,0.618729,-1
0.318865,0.736561,0.503658,0.642449,0.099142,0.737015,0.570296,0.684711,0.257692,0.902956,-1
0.411551,0.328115,0.952932,0.729347,0.7715,0.197135,0.557625,0.367583,0.87136,0.132911,-1
0.931574,0.288109,0.727959,0.85625,0.732566,0.881747,0.134923,0.771057,0.017671,0.861464,-1
0.803317,0.705984,0.165323,0.549928,0.139917,0.9438,0.583187,0.268099,0.278983,0.846007,-1
0.757609,0.076227,0.277369,0.744498,0.947562,0.061009,0.832967,0.542534,0.229271,0.211305,1
0.492962,0.644093,0.657313,0.679667,0.081042,0.413659,0.023781,0.888108,0.991675,0.357745,-1
0.069174,0.503873,0.074746,0.614991,0.027023,0.784657,0.06529,0.143411,0.068785,0.172551,-1
0.900771,0.201373,0.556404,0.302173,0.812285,0.333159,0.00698,0.780782,0.776256,0.090473,-1
0.327317,0.196841,0.769666,0.147979,0.18569,0.818357,0.284526,0.304024,0.353994,0.353468,-1
0.726249,0.096891,0.475501,0.963121,0.645802,0.412491,0.991781,0.439336,0.236925,0.511122,-1
0.896902,0.092403,0.16742,0.358952,0.577858,0.426526,0.607462,0.014135,0.247235,0.125795,-1
0.268075,0.087971,0.377439,0.220984,0.369341,0.978291,0.105404,0.562588,0.720646,0.655243,-1
0.792489,0.886627,0.514181,0.268924,0.796359,0.827115,0.008109,0.743799,0.03998,0.20276,-1
0.007286,0.826618,0.147383,0.785304,0.937081,0.762542,0.756727,0.543082,0.349818,0.88845,-1
0.118225,0.04572,0.903527,0.952904,0.237823,0.314577,0.209169,0.899006,0.637106,0.908364,-1
0.455162,0.179402,0.265715,0.444552,0.38702,0.41192,0.224622,0.074528,0.045064,0.32987,-1
0.736952,0.65412,0.644653,0.532749,0.237586,0.480972,0.121057,0.501159,0.543625,0.506398,-1
0.155029,0.703939,0.814833,0.871717,0.945368,0.396075,0.416543,0.46771,0.601159,0.88268,-1
0.857022,0.970724,0.789108,0.607343,0.687171,0.470066,0.190323,0.412425,0.622464,0.368744,-1
0.396093,0.714371,0.175361,0.713205,0.103641,0.138854,0.771017,0.487632,0.860557,0.368613,-1
0.659905,0.69449,0.15054,0.571063,0.938059,0.235383,0.313262,0.793284,0.638949,0.70492,-1
0.647654,0.138763,0.170591,0.215191,0.060558,0.373235,0.337288,0.279547,0.791675,0.846274,-1
0.807493,0.601806,0.070915,0.260753,0.167588,0.340594,0.045696,0.874077,0.635958,0.048465,-1
0.953459,0.173077,0.102547,0.021524,0.308573,0.928733,0.40615,0.23769,0.823042,0.807398,-1
0.665047,0.410377,0.886835,0.391923,0.036099,0.939217,0.69638,0.549146,0.493311,0.700625,-1
0.538687,0.569409,0.088881,0.688357,0.313791,0.399318,0.688109,0.487852,0.109613,0.59069,-1
0.354104,0.448055,0.531061,0.296654,0.399033,0.200513,0.529133,0.760133,0.615738,0.867939,-1
0.675966,0.260422,0.356881,0.903088,0.188234,0.410365,0.938308,0.003627,0.513995,0.02961,-1
0.309183,0.959873,0.96701,0.558705,0.0535,0.609588,0.717791,0.124291,0.565884,0.297724,1
0.432036,0.91741,0.679194,0.36883,0.984844,0.504952,0.112236,0.256014,0.973017,0.058531,-1
0.852968,0.672699,0.197975,0.255569,0.99592,0.262087,0.898237,0.784152,0.612091,0.814065,-1
0.273133,0.966201,0.945427,0.820502,0.75834,0.002785,0.602052,0.707183,0.589043,0.74089,1
0.426733,0.554334,0.417971,0.662723,0.445643,0.497511,0.143229,0.006652,0.595301,0.28682,-1
0.644823,0.54311,0.954633,0.674755,0.828953,0.54933,0.850436,0.401633,0.235596,0.953522,-1
0.516065,0.552439,0.477594,0.452099,0.94903,0.970062,0.948425,0.642844,0.235206,0.227265,-1
0.560998,0.862397,0.885726,0.383374,0.761292,0.468205,0.667177,0.381554,0.698332,0.763079,-1
0.996526,0.478658,0.225954,0.624781,0.219307,0.542052,0.361982,0.173546,0.992887,0.396406,-1
0.936933,0.487215,0.556223,0.658367,0.427003,0.456664,0.883324,0.658132,0.385078,0.363465,-1
0.589723,0.114337,0.458684,0.657229,0.98956,0.202308,0.715247,0.711838,0.885464,0.535599,-1
0.882727,0.047771,0.514249,0.366885,0.15763,0.622007,0.568478,0.006641,0.4326,0.307476,-1
0.367306,0.056697,0.152251,0.610788,0.059566,0.56062,0.518568,0.010007,0.20787,0.584018,-1
0.436178,0.033445,0.224599,0.055234,0.412964,0.346005,0.908944,0.920558,0.61297,0.661331,-1
0.768749,0.797913,0.396198,0.25605,0.901726,0.349179,0.973893,0.226622,0.957677,0.533624,-1
0.25806,0.399867,0.106675,0.75361,0.590439,0.984934,0.997738,0.658572,0.79884,0.637554,-1
0.408341,0.034446,0.947682,0.59661,0.65719,0.773064,0.224797,0.948618,0.880983,0.389705,-1
0.637985,0.877446,0.960482,0.936835,0.5825,0.964593,0.222016,0.448238,0.884616,0.219651,-1
0.037619,0.240102,0.626588,0.541027,0.100316,0.494254,0.914784,0.73381,0.460658,0.553641,-1
0.765468,0.044625,0.376404,0.27126,0.451631,0.412639,0.649346,0.571154,0.97949,0.281309,-1
0.401558,0.103686,0.844714,0.86731,0.177957,0.507223,0.856116,0.241002,0.852865,0.324476,-1
0.608512,0.43713,0.065327,0.064115,0.13664,0.084896,0.811267,0.246938,0.388474,0.723347,1
0.380151,0.530734,0.41896,0.050998,0.039604,0.169116,0.62416,0.847882,0.743548,0.126995,-1
0.910961,0.203732,0.667711,0.148981,0.42899,0.987743,0.560941,0.956898,0.379017,0.203375,-1
0.741588,0.538715,0.456138,0.985928,0.065269,0.183592,0.68616,0.521109,0.34367,0.516368,-1
0.770107,0.08958,0.503584,0.289698,0.564437,0.77548,0.241245,0.103178,0.993503,0.116181,-1
0.049037,0.536189,0.515996,0.116026,0.270029,0.404819,0.248556,0.598572,0.270308,0.983091,-1
0.987417,0.829873,0.909948,0.064882,0.662909,0.709567,0.240493,0.685293,0.211838,0.597077,-1
0.76015,0.16884,0.459203,0.016962,0.617497,0.926758,0.363395,0.070482,0.870274,0.086809,-1
0.898003,0.369693,0.277948,0.606393,0.918503,0.705885,0.135023,0.993365,0.593581,0.465956,-1
0.336671,0.138884,0.36853,0.018295,0.209048,0.052705,0.972097,0.904042,0.633753,0.483758,1
0.678368,0.690049,0.6492,0.507438,0.891705,0.766686,0.021234,0.165967,0.135458,0.206583,-1
0.241165,0.159275,0.694119,0.039704,0.031441,0.401263,0.483775,0.945633,0.717513,0.979919,-1
0.207163,0.415703,0.759015,0.689661,0.487331,0.895646,0.324202,0.840408,0.467848,0.283638,-1
0.038651,0.490248,0.317705,0.429184,0.942564,0.597226,0.185493,0.955006,0.25058,0.840649,-1
0.41014,0.807104,0.723799,0.023432,0.214433,0.427456,0.335837,0.034404,0.682744,0.339285,-1
0.443011,0.323109,0.555839,0.236593,0.853332,0.71955,0.263314,0.377705,0.029828,0.217405,-1
0.658185,0.196756,0.16076,0.031694,0.118323,0.567626,0.982619,0.840448,0.035888,0.081557,-1
0.05139,0.624848,0.228602,0.032678,0.623348,0.933426,0.475659,0.544964,0.42875,0.713308,-1
0.206241,0.419626,0.400105,0.075092,0.350091,0.833697,0.85125,0.487868,0.497244,0.978601,-1
0.694326,0.936996,0.808014,0.09173,0.028765,0.519641,0.564474,0.104568,0.839756,0.801719,-1
0.861161,0.307676,0.603225,0.014768,0.695409,0.01582,0.31016,0.832387,0.636652,0.205836,-1
0.795218,0.033307,0.329254,0.495278,0.282837,0.831741,0.314856,0.631696,0.748668,0.035569,-1
0.047924,0.870378,0.034961,0.479063,0.522139,0.232648,0.655592,0.36919,0.625444,0.657326,-1
0.879768,0.283222,0.198041,0.484719,0.992981,0.560221,0.780285,0.545496,0.599638,0.740122,-1
0.206411,0.366094,0.453836,0.521514,0.525182,0.647768,0.583093,0.432847,0.210032,0.228204,-1
0.404391,0.041687,0.258944,0.192568,0.122745,0.062767,0.57826,0.665172,0.94954,0.167952,1
0.994812,0.083409,0.581226,0.649903,0.347222,0.432387,0.938525,0.346074,0.369878,0.001697,-1
0.382125,0.390816,0.502093,0.714995,0.492892,0.430767,0.330098,0.978603,0.032978,0.91231,-1
0.100987,0.297086,0.888756,0.929781,0.635444,0.61176,0.637323,0.909238,0.009989,0.432359,-1
0.875416,0.094982,0.579709,0.352587,0.602868,0.404667,0.268873,0.467041,0.762329,0.723691,-1
0.56951,0.540004,0.502789,0.120721,0.357017,0.515851,0.856495,0.783579,0.457003,0.106337,-1
0.297207,0.698339,0.879066,0.741781,0.082274,0.224382,0.77087,0.131172,0.371854,0.754274,-1
0.439854,0.04048,0.865667,0.589734,0.240073,0.668964,0.100977,0.013573,0.728142,0.180025,-1
0.615097,0.292381,0.25494,0.526162,0.8915,0.005856,0.078672,0.696848,0.380712,0.666079,1
0.160088,0.91364,0.91548,0.063643,0.032099,0.098617,0.524254,0.157438,0.523733,0.150219,1
0.987893,0.611038,0.662309,0.174842,0.481513,0.271,0.777908,0.843049,0.296769,0.981029,-1
0.690668,0.465986,0.949404,0.130841,0.87412,0.220651,0.942717,0.249699,0.656726,0.191869,-1
0.079699,0.77196,0.848985,0.544375,0.494869,0.825626,0.66491,0.19014,0.511443,0.524756,-1
0.444366,0.774085,0.020274,0.782749,0.476738,0.665608,0.324077,0.105859,0.176542,0.913822,-1
0.29377,0.174986,0.968086,0.801194,0.243324,0.278603,0.498953,0.713252,0.145372,0.820885,1
0.221033,0.53131,0.681834,0.196423,0.953033,0.650661,0.152202,0.296587,0.769822,0.028425,-1
0.446653,0.792455,0.451681,0.373295,0.131994,0.12538,0.770467,0.703615,0.195525,0.828622,-1
0.089886,0.020809,0.145202,0.402137,0.113536,0.771862,0.974068,0.46748,0.12705,0.107622,-1
0.962748,0.3409,0.749642,0.682906,0.415848,0.480123,0.035529,0.889945,0.206443,0.48391,-1
0.747168,0.968403,0.437399,0.453403,0.759928,0.393279,0.619096,0.560354,0.851768,0.306197,-1
0.510191,0.609773,0.58169,0.526148,0.171366,0.233109,0.56717,0.852468,0.841611,0.103008,-1
0.23349,0.955861,0.962367,0.221776,0.026803,0.142547,0.046963,0.903112,0.157989,0.672076,1
0.121075,0.540265,0.175796,0.111178,0.144527,0.633666,0.055453,0.41395,0.16555,0.837236,-1
0.032872,0.033006,0.955712,0.97492,0.1148,0.386665,0.527025,0.077661,0.05166,0.434071,1
0.24233,0.495895,0.572576,0.943087,0.195869,0.053786,0.850976,0.275098,0.163017,0.02879,1
0.494405,0.156371,0.696484,0.463796,0.833581,0.957347,0.88085,0.948954,0.923455,0.459271,-1
0.848137,0.546432,0.462971,0.951828,0.404165,0.973738,0.79042,0.775937,0.018784,0.509874,-1
0.217708,0.102638,0.992632,0.343465,0.229591,0.821998,0.828896,0.243142,0.492839,0.905223,1
0.710606,0.497842,0.195506,0.498689,0.512342,0.048323,0.967927,0.310323,0.959781,0.611066,1
0.524743,0.556822,0.391332,0.381882,0.21123,0.854407,0.073195,0.598913,0.837365,0.956369,-1
0.172476,0.843353,0.539549,0.167359,0.302593,0.461101,0.922561,0.597451,0.020977,0.899686,-1
0.403294,0.158203,0.781208,0.072193,0.50301,0.348497,0.61999,0.083535,0.816279,0.429654,-1
0.293964,0.784333,0.522498,0.547375,0.672186,0.653756,0.599791,0.722267,0.937148,0.45509,-1
0.351322,0.401261,0.550545,0.956419,0.460464,0.438968,0.999583,0.763694,0.554008,0.961027,-1
0.055406,0.97459,0.171479,0.550756,0.647322,0.928943,0.113885,0.595944,0.484817,0.805183,-1
0.376629,0.434343,0.243906,0.192066,0.259024,0.144466,0.47521,0.05115,0.786787,0.442526,-1
0.388208,0.677816,0.284105,0.166878,0.319425,0.367305,0.788285,0.258066,0.001906,0.497087,-1
0.012712,0.975604,0.719129,0.648048,0.73277,0.331858,0.048598,0.204322,0.794607,0.36893,-1
0.178649,0.595278,0.428026,0.956167,0.716613,0.973,0.182512,0.243956,0.497256,0.654779,-1
0.599342,0.773721,0.147526,0.102486,0.682917,0.514522,0.066927,0.559349,0.340904,0.773439,-1
0.042428,0.71952,0.225462,0.009924,0.932627,0.966971,0.826792,0.073563,0.727971,0.787628,-1
0.245419,0.280177,0.822128,0.932287,0.801082,0.042999,0.514221,0.787741,0.523795,0.483612,1
0.602401,0.199675,0.616584,0.561629,0.426352,0.683289,0.179603,0.782601,0.869618,0.556193,-1
0.841777,0.470377,0.642212,0.033073,0.458823,0.92317,0.629796,0.732685,0.70543,0.511823,-1
0.217792,0.365176,0.214585,0.924296,0.277094,0.591326,0.898477,0.312131,0.932629,0.175207,-1
